temperature_bme,temperature_dht,humidity_bme,humidity_dht,pressure_bme,time
19.907322868384654,20.0,25.53370672563879,20.0,884.8763131322236,2024-12-04 11:39:41.579889
19.94238384536002,21.0,25.860831165359212,20.0,884.9537177805297,2024-12-04 11:40:43.729393
19.97744483659626,21.0,25.772382136705126,20.0,885.0311268397983,2024-12-04 11:41:45.917686
20.022523274854755,21.0,25.749272267684287,20.0,884.9915024877073,2024-12-04 11:42:48.023622
20.042558143869975,21.0,25.672149011071287,20.0,884.9680369021079,2024-12-04 11:43:50.160769
20.05257558012381,21.0,25.223322980442152,20.0,884.956303012586,2024-12-04 11:44:52.299931
20.072610456123947,21.0,24.620917619109097,20.0,884.9065040720259,2024-12-04 11:45:54.516624
20.077619175851577,21.0,24.500387026337823,20.0,884.8084839395838,2024-12-04 11:46:56.597482
20.10767150032916,21.0,24.362667067374165,20.0,884.8522579348189,2024-12-04 11:47:58.804247
20.12269766649697,21.0,24.422406734899614,20.0,884.7951522607003,2024-12-04 11:49:00.575027
20.15275000669062,21.0,24.793634394321334,20.0,884.8125916255058,2024-12-04 11:50:02.766922
20.167776180716466,21.0,24.891694359587344,20.0,884.6764800209463,2024-12-04 11:51:05.105593
20.192819809913637,21.0,25.257611808766374,20.0,884.7392839400245,2024-12-04 11:52:07.194431
20.222872174554503,21.0,25.278642802985072,20.0,884.809385391011,2024-12-04 11:53:09.473363
20.222872174554503,21.0,25.327894894064542,20.0,884.6513744404376,2024-12-04 11:54:11.658315
20.24290709013585,21.0,25.08104653704975,20.0,884.7332201665682,2024-12-04 11:55:13.864785
20.252924549672752,21.0,24.637399940190452,20.0,884.6424624808882,2024-12-04 11:56:16.143934
20.26294201037381,21.0,24.533091592866523,20.0,884.6043752242705,2024-12-04 11:57:18.207369
20.27796820360818,21.0,23.809945668137356,20.0,884.5735788127125,2024-12-04 11:58:20.321463
20.28297693526838,21.0,24.171154662917118,20.0,884.6072088218507,2024-12-04 11:59:22.784800
20.292994399461897,21.0,24.296768848953132,20.0,884.5691181305681,2024-12-04 12:00:24.951487
20.313029331341387,21.0,24.50967687892177,20.0,884.6246262997711,2024-12-04 12:01:27.125080
20.32304679902736,21.0,24.410822558013876,20.0,884.5865329657906,2024-12-04 12:02:29.919091
20.348090473335468,21.0,24.426483751388858,20.0,884.5176331614972,2024-12-04 12:03:32.156392
20.348090473335468,22.0,24.55789078860505,20.0,884.5966540834095,2024-12-04 12:04:34.277931
20.363116681412794,21.0,24.415073985732953,20.0,884.5395077902401,2024-12-04 12:05:36.364812
20.38315162959043,21.0,24.573257926513538,20.0,884.4896490666521,2024-12-04 12:06:38.537230
20.38315162959043,21.0,24.540404179051162,20.0,884.4633073386365,2024-12-04 12:07:40.874823
20.39316910542548,21.0,24.5072461398989,20.0,884.4515469251487,2024-12-04 12:08:44.618171
20.403186582424677,21.0,24.441230073427757,20.0,884.4924709062709,2024-12-04 12:09:46.671302
20.423221539915538,21.0,24.42418997880643,20.0,884.4952914889003,2024-12-04 12:10:52.934037
20.423221539915538,21.0,24.380379048985862,20.0,884.3635745828146,2024-12-04 12:11:55.131446
20.443256502063015,21.0,24.390718297406814,20.0,884.3927338797741,2024-12-04 12:12:57.220610
20.45828272672952,21.0,24.33548941375682,20.0,884.4146036462325,2024-12-04 12:13:59.277956
20.4632914688671,21.0,24.32438139882283,20.0,884.421893624326,2024-12-04 12:15:01.134958
20.4833264403278,21.0,24.345673434104704,20.0,884.3720161298482,2024-12-04 12:16:03.320926
20.498352671979227,21.0,24.372598279078264,20.0,884.4729242539739,2024-12-04 12:17:05.478361
20.508370161202038,21.0,24.36133591159188,20.0,884.4611576964245,2024-12-04 12:18:07.672816
20.523396397219038,21.0,24.415650631824683,20.0,884.4039851062225,2024-12-04 12:19:09.779205
20.518387651589002,21.0,24.421281393357837,20.0,884.3966956537205,2024-12-04 12:20:11.856405
20.533413889352232,21.0,24.30578818092728,20.0,884.3131722123031,2024-12-04 12:21:13.971429
20.553448877111077,21.0,24.414730970147154,20.0,884.3686758868171,2024-12-04 12:22:16.397916
20.54343138264958,21.0,24.44790441166734,20.0,884.2750528916138,2024-12-04 12:23:18.276597
20.558457624778384,21.0,24.299537298041322,20.0,884.2442199552717,2024-12-04 12:24:20.485176
20.578492618357995,21.0,24.178390656184398,20.0,884.2206723629381,2024-12-04 12:25:22.629321
20.578492618357995,21.0,24.112646295512032,20.0,884.2733719380562,2024-12-04 12:26:24.850760
20.60353636688087,21.0,24.254314902837365,20.0,884.2571108168454,2024-12-04 12:27:26.897394
20.618562619487058,21.0,24.549703649337467,20.0,884.2526227401946,2024-12-04 12:28:28.990731
20.62357137093786,21.0,24.604337458697202,20.0,884.2072070364218,2024-12-04 12:29:31.328050
20.64861513255746,22.0,25.200722478064435,20.0,884.3227017920851,2024-12-04 12:30:33.492207
20.678667656105244,21.0,24.591714535385865,20.0,884.2346601999438,2024-12-04 12:31:35.620534
20.68367641104851,21.0,25.232580324053526,20.0,884.1365306341089,2024-12-04 12:32:37.702524
20.728755218634614,22.0,25.6147787206105,20.0,884.1757521218293,2024-12-04 12:33:41.875589
20.763816529721954,21.0,26.786031650154843,20.0,884.1476843254203,2024-12-04 12:34:44.078424
20.813904141727836,21.0,25.76581445966179,20.0,884.1414653404883,2024-12-04 12:35:46.247397
20.83393919467926,21.0,25.704988229000037,20.0,884.1969679917585,2024-12-04 12:36:48.570846
20.718737703800436,21.0,24.80968432088639,20.0,884.0557572021339,2024-12-04 12:37:50.681394
20.693693921808155,21.0,24.596739417217243,20.0,884.1247486704513,2024-12-04 12:39:01.250675
20.678667656105244,21.0,24.438292746037135,20.0,884.0501826937517,2024-12-04 12:40:03.666179
20.62357137093786,21.0,24.160548321623963,20.0,884.075448971133,2024-12-04 12:41:07.262458
20.66865014709183,21.0,24.80569590345102,20.0,884.0619650054878,2024-12-04 12:42:10.009480
20.69870267762453,21.0,24.90890346926577,20.0,884.1056800380586,2024-12-04 12:43:12.108943
20.69870267762453,21.0,25.0294387296673,20.0,884.0793252991666,2024-12-04 12:44:14.321073
20.66865014709183,21.0,24.55366357008081,20.0,884.1410254504531,2024-12-04 12:45:16.313089
20.653623885754495,21.0,25.47994204057551,20.0,884.0664606841518,2024-12-04 12:46:18.425619
20.693693921808155,21.0,24.459751552337867,20.0,884.1511032285276,2024-12-04 12:47:21.099212
20.718737703800436,21.0,24.79324615034915,20.0,884.1084683505039,2024-12-04 12:48:23.197888
20.708720190130407,21.0,24.2181723685421,20.0,884.0411864818805,2024-12-04 12:49:25.883942
20.678667656105244,21.0,24.262945194752792,20.0,883.9974749899469,2024-12-04 12:50:28.002576
20.66865014709183,21.0,24.224898041247783,20.0,884.0356115582998,2024-12-04 12:51:30.778257
20.70371143373195,21.0,23.966232888562597,20.0,884.0866110202002,2024-12-04 12:52:33.071617
20.64861513255746,21.0,23.69397410557566,20.0,884.0328222080418,2024-12-04 12:53:35.294377
20.593518866598608,21.0,23.619036425489966,32.0,884.0580828605542,2024-12-04 12:54:37.087638
20.618562619487058,21.0,23.782621248410678,20.0,884.0945141984411,2024-12-04 12:55:43.631467
20.533413889352232,21.0,23.62646364928469,33.0,883.9969982177531,2024-12-04 12:56:46.115550
20.553448877111077,21.0,23.54362546738023,31.0,883.9997941713372,2024-12-04 12:57:48.192185
20.528405143140116,21.0,23.495129743660844,20.0,883.9897121536851,2024-12-04 12:58:50.379705
20.51337890625,21.0,23.583282514682676,29.0,883.994201006153,2024-12-04 12:59:52.442388
20.558457624778384,21.0,23.94891441861719,20.0,883.9807313797457,2024-12-04 13:00:54.619093
20.558457624778384,21.0,24.25023311065499,20.0,884.0070801597744,2024-12-04 13:01:57.033759
20.58851011689403,21.0,24.249301834132243,20.0,884.0244466050368,2024-12-04 13:03:00.261166
20.573483869526534,21.0,23.948438550087907,20.0,884.0552877356827,2024-12-04 13:04:03.025800
20.56346637273673,21.0,23.740554229795734,20.0,884.0143661761335,2024-12-04 13:05:05.262056
20.503361416445113,21.0,23.51238457469924,32.0,883.9532822523756,2024-12-04 13:06:07.426787
20.167776180716466,21.0,23.906516807894207,31.0,883.9655004770303,2024-12-04 13:07:09.672682
20.187811083492125,21.0,23.938728123489664,31.0,883.9683200007137,2024-12-04 13:08:12.048377
20.42823028001585,21.0,24.259741256685473,20.0,884.0020563046933,2024-12-04 13:09:14.400524
20.493343927804382,21.0,24.08244383538243,20.0,883.9650565034409,2024-12-04 13:10:16.464984
20.54343138264958,21.0,24.17948264121162,20.0,883.9852222782363,2024-12-04 13:11:18.466461
20.548440129734807,21.0,24.19028319688865,20.0,883.9661598613352,2024-12-04 13:12:20.672722
20.533413889352232,21.0,24.185272629172776,20.0,883.9179551067044,2024-12-04 13:13:22.755069
20.528405143140116,21.0,24.289509184465746,20.0,883.884322234475,2024-12-04 13:14:24.752773
20.488335183920572,21.0,24.444108766471402,20.0,883.8523873479871,2024-12-04 13:15:27.948480
20.418212800106268,21.0,24.555770918918903,20.0,883.9084542273832,2024-12-04 13:16:30.041022
20.43824776108959,21.0,24.620879977214642,20.0,883.9375987748116,2024-12-04 13:17:32.158136
20.423221539915538,21.0,24.555619426745825,20.0,883.8893972854696,2024-12-04 13:18:34.219858
20.4332390204072,21.0,24.506029837122114,20.0,883.9039691286724,2024-12-04 13:19:36.417179
20.38315162959043,21.0,24.545879825378982,20.0,883.8837936784282,2024-12-04 13:20:38.499590
20.33306426787749,21.0,24.58024473724335,20.0,883.8636124856025,2024-12-04 13:21:40.777499
20.2328896317631,21.0,24.824099620078265,20.0,883.9285729644633,2024-12-04 13:22:43.183427
20.292994399461897,21.0,24.70188923060045,20.0,883.9106735151853,2024-12-04 13:23:48.680693
20.313029331341387,21.0,24.575374229048805,20.0,883.913482868428,2024-12-04 13:24:52.152639
20.363116681412794,21.0,24.48078058056164,20.0,883.9600115572695,2024-12-04 13:25:54.789687
20.33306426787749,21.0,24.613094384405127,20.0,883.9426302307343,2024-12-04 13:26:56.653185
20.43824776108959,21.0,24.790638147416455,20.0,883.9112550922262,2024-12-04 13:27:59.948620
20.45327398488298,21.0,24.79566767226381,20.0,883.8804245456173,2024-12-04 13:29:01.711792
20.418212800106268,21.0,24.670766267024423,20.0,883.9874827953797,2024-12-04 13:30:03.944290
20.43824776108959,21.0,24.89467934386583,20.0,883.9375987748116,2024-12-04 13:31:05.987325
20.503361416445113,21.0,25.199433617308916,20.0,883.926935823064,2024-12-04 13:32:08.045674
20.523396397219038,21.0,25.352190421291386,20.0,883.9033842981038,2024-12-04 13:33:10.152543
20.58851011689403,21.0,25.355812635990798,20.0,883.971746513399,2024-12-04 13:34:12.443581
20.60854511745856,21.0,25.196400997524552,20.0,883.9218362414434,2024-12-04 13:35:15.699673
20.58851011689403,21.0,25.31747414573621,20.0,883.971746513399,2024-12-04 13:36:17.812616
20.69870267762453,21.0,26.519344488736664,20.0,883.9739065159515,2024-12-04 13:37:20.358778
20.65863263924257,21.0,25.655078369576174,20.0,883.968334552821,2024-12-04 13:38:22.682173
20.673658901453017,21.0,26.021631469404767,20.0,884.0692507745566,2024-12-04 13:39:24.707052
20.758807770122075,21.0,26.260352225815296,20.0,883.9822550166402,2024-12-04 13:40:26.826764
20.743781493068674,21.0,25.986870360131935,20.0,884.0658278655492,2024-12-04 13:41:29.459679
20.723746461072004,21.0,25.697090066771324,20.0,884.0103310940557,2024-12-04 13:42:31.493296
20.728755218634614,21.0,25.66408235353115,20.0,883.9912601488285,2024-12-04 13:43:33.792175
20.718737703800436,21.0,25.65340507081602,20.0,883.9503351122304,2024-12-04 13:44:36.200509
20.718737703800436,21.0,25.51645146714505,20.0,884.0030461227095,2024-12-04 13:45:38.824014
20.733763976488262,21.0,25.340713725286786,20.0,883.9721888181194,2024-12-04 13:46:41.419933
20.718737703800436,21.0,25.23157052705805,20.0,884.0030461227095,2024-12-04 13:47:43.563966
20.743781493068674,21.0,25.22536993027745,20.0,884.0131146677147,2024-12-04 13:48:45.605830
20.753799010813236,21.0,25.246997639907633,20.0,884.0013274825919,2024-12-04 13:49:48.001379
20.733763976488262,21.0,25.516028257786513,20.0,883.9721888181194,2024-12-04 13:50:50.078299
20.753799010813236,21.0,25.466155292419643,20.0,884.0013274825919,2024-12-04 13:51:52.445306
20.69870267762453,21.0,25.5115376016923,20.0,884.0793252991666,2024-12-04 13:52:55.519637
20.728755218634614,21.0,25.516169337289885,20.0,884.0176160932606,2024-12-04 13:53:57.693792
20.76882528961287,21.0,26.05192835002759,20.0,884.0231817733502,2024-12-04 13:54:59.734970
20.813904141727836,21.0,26.58757151856768,20.0,884.036027026301,2024-12-04 13:56:01.625158
20.813904141727836,21.0,26.571138299545275,20.0,884.0887461489115,2024-12-04 13:57:04.414951
20.808895379217574,21.0,26.46718983606845,20.0,884.0023830948011,2024-12-04 13:58:06.623620
20.798877855070167,21.0,26.34146049374607,20.0,884.0405321825197,2024-12-04 13:59:09.287661
20.783851571031846,21.0,26.01317547052576,20.0,884.018678036534,2024-12-04 14:00:11.723639
20.798877855070167,21.0,26.483883787673793,20.0,884.0668911065569,2024-12-04 14:01:14.129449
20.733763976488262,21.0,26.436283156466274,20.0,884.0776134914755,2024-12-04 14:02:16.454618
20.723746461072004,21.0,26.11887237016772,20.0,884.0630426040551,2024-12-04 14:03:18.738782
20.693693921808155,21.0,26.092292502272556,20.0,884.1247486704513,2024-12-04 14:04:20.913773
20.728755218634614,21.0,25.801033186011562,20.0,884.1230400433587,2024-12-04 14:05:22.990317
20.68367641104851,21.0,25.648903727694876,20.0,884.0311142274909,2024-12-04 14:06:25.154256
20.60854511745856,21.0,25.7988621038227,20.0,884.1062925295649,2024-12-04 14:07:27.243505
20.693693921808155,21.0,25.67053558197951,20.0,884.2301670061668,2024-12-04 14:08:29.349088
20.633588874712586,21.0,25.518848001590158,20.0,884.1163733359998,2024-12-04 14:09:31.432579
20.643606379651466,21.0,25.430927970000944,20.0,884.0782413716611,2024-12-04 14:10:33.644039
20.60353636688087,21.0,25.453970674599194,20.0,884.1253567986572,2024-12-04 14:11:35.811076
20.593518866598608,21.0,25.229697603390793,20.0,884.1371338247422,2024-12-04 14:12:37.931339
20.553448877111077,21.0,25.34038165915356,20.0,884.1842346070091,2024-12-04 14:13:40.223169
20.56346637273673,21.0,25.104593710488377,20.0,884.1461114110483,2024-12-04 14:14:42.312021
20.478317697026068,21.0,25.216582339507497,20.0,884.1539620016243,2024-12-04 14:15:44.406841
20.508370161202038,21.0,25.248574333939974,20.0,884.1713419534651,2024-12-04 14:16:46.526665
20.478317697026068,21.0,25.128969159236117,20.0,884.1803075268523,2024-12-04 14:17:48.631902
20.478317697026068,21.0,25.20015503793557,20.0,884.1276164936194,2024-12-04 14:18:50.791653
20.4332390204072,21.0,25.23430414739562,20.0,884.1147173494752,2024-12-04 14:19:53.082384
20.413204060588033,21.0,25.212979519700685,20.0,884.243623609388,2024-12-04 14:20:55.218271
20.408195321360836,21.0,25.322619617035098,20.0,884.1309644158158,2024-12-04 14:21:57.297783
20.363116681412794,21.0,25.296533120002827,20.0,884.1707364960265,2024-12-04 14:22:59.107862
20.398177843779557,21.0,25.14223879401016,20.0,884.169072829929,2024-12-04 14:24:00.895453
20.348090473335468,21.0,25.2476955291471,20.0,884.1488709079417,2024-12-04 14:25:02.714886
20.368125418020647,21.0,25.060988768992328,20.0,884.178025081391,2024-12-04 14:26:04.955413
20.32304679902736,21.0,25.05682526941497,20.0,884.1651067841118,2024-12-04 14:27:07.052032
20.308020597934956,21.0,25.117474508833983,20.0,884.1695789382787,2024-12-04 14:28:09.271164
20.303011864819563,21.0,25.12309316614668,20.0,884.2413045853386,2024-12-04 14:29:11.428884
20.303011864819563,21.0,25.117619429018667,20.0,884.2676428004478,2024-12-04 14:30:13.559644
20.308020597934956,21.0,25.330946239024186,20.0,884.2485941260668,2024-12-04 14:31:16.620166
20.353099209070205,21.0,25.318715294739892,20.0,884.3668820058815,2024-12-04 14:32:18.620543
20.328055533306905,21.0,25.330376168256265,20.0,884.2777525691902,2024-12-04 14:33:20.880947
20.292994399461897,21.0,25.216432937687262,20.0,884.2530633725735,2024-12-04 14:34:22.931250
20.33807300273911,21.0,25.231560584310625,20.0,884.292331958854,2024-12-04 14:35:25.204427
20.303011864819563,21.0,25.17783005908346,20.0,884.3203192823064,2024-12-04 14:36:27.353326
20.33807300273911,21.0,25.182294282311748,20.0,884.2396525667885,2024-12-04 14:37:29.601278
20.24791581975878,21.0,25.228672309764928,20.0,884.2928008965553,2024-12-04 14:38:31.696488
20.28798566721962,21.0,25.375301601004143,20.0,884.3511241502825,2024-12-04 14:39:33.856496
20.348090473335468,21.0,25.368123464851866,20.0,884.3069114605674,2024-12-04 14:40:35.941757
20.313029331341387,21.0,25.358171260842788,20.0,884.3085610032422,2024-12-04 14:41:38.145922
20.318038065038856,21.0,25.379923171386682,20.0,884.2631732915895,2024-12-04 14:42:40.626318
20.32304679902736,21.0,25.40714896455867,20.0,884.3494801963361,2024-12-04 14:43:42.692128
20.343081737891772,21.0,25.209520606728177,20.0,884.3786415586761,2024-12-04 14:44:44.761309
20.303011864819563,21.0,25.517179383248372,20.0,884.3203192823064,2024-12-04 14:45:46.820873
20.343081737891772,21.0,25.346370174179178,20.0,884.3523015871369,2024-12-04 14:46:48.943769
20.353099209070205,21.0,25.3077671935382,20.0,884.3668820058815,2024-12-04 14:47:51.044250
20.272959472239016,21.0,25.534439607836056,20.0,884.3555897295348,2024-12-04 14:48:53.219210
20.272959472239016,21.0,25.578220987232623,20.0,884.3555897295348,2024-12-04 14:49:55.312613
20.318038065038856,21.0,25.286872233130868,20.0,884.4212067149301,2024-12-04 14:50:57.351068
20.27796820360818,21.0,25.556190482920403,20.0,884.3628803935588,2024-12-04 14:51:59.454854
20.27796820360818,21.0,25.41389644303264,20.0,884.3892176357107,2024-12-04 14:53:01.231183
20.212854718510062,21.0,25.51423253423695,20.0,884.4261108708897,2024-12-04 14:54:03.187569
20.222872174554503,21.0,25.399035560159568,20.0,884.4670291144498,2024-12-04 14:55:05.312199
20.227880903013283,21.0,25.656085504136417,20.0,884.4479858117203,2024-12-04 14:56:07.463663
20.24791581975878,21.0,25.425690465494498,20.0,884.4244807360321,2024-12-04 14:57:09.579098
20.28798566721962,20.0,25.48476278271004,20.0,884.4564748752896,2024-12-04 14:58:11.831614
20.24290709013585,21.0,25.34921582297068,20.0,884.443525183578,2024-12-04 14:59:13.947121
20.272959472239016,20.0,25.424983724473076,20.0,884.4346008618879,2024-12-04 15:00:15.805400
20.217863446386765,21.0,25.732967619137554,20.0,884.4860720319655,2024-12-04 15:01:17.697402
20.28297693526838,21.0,25.539632159334968,20.0,884.4491835094516,2024-12-04 15:02:19.847472
20.2328896317631,20.0,25.72161041985639,20.0,884.4816129229991,2024-12-04 15:03:21.948757
20.267950741160895,21.0,25.70422754766408,20.0,884.453646443461,2024-12-04 15:04:24.115409
20.212854718510062,20.0,25.306290431634444,20.0,884.3734418280121,2024-12-04 15:05:26.238428
20.17278490597382,20.0,25.542711686601184,20.0,884.4467774579076,2024-12-04 15:06:28.430190
20.182802357361652,21.0,25.60261876336427,20.0,884.4086950027985,2024-12-04 15:07:30.488876
20.24290709013585,20.0,25.34921582297068,20.0,884.4961968437754,2024-12-04 15:08:32.556454
20.267950741160895,20.0,25.277355811935816,20.0,884.4799833239679,2024-12-04 15:09:34.807579
20.2328896317631,20.0,25.36044516688381,20.0,884.5606192509092,2024-12-04 15:10:36.590801
20.237898360803957,20.0,25.404083241913998,20.0,884.51524051003,2024-12-04 15:11:38.776443
20.24290709013585,20.0,25.524335516759685,20.0,884.5752044631478,2024-12-04 15:12:40.910756
20.177793631522217,20.0,25.690299586058952,20.0,884.4804025901492,2024-12-04 15:13:43.506179
20.24791581975878,21.0,25.721196570275637,20.0,884.5561610057713,2024-12-04 15:14:45.637448
20.182802357361652,21.0,25.722989286914874,20.0,884.5666948990661,2024-12-04 15:15:47.867668
20.182802357361652,21.0,25.744874384645293,20.0,884.5403615400043,2024-12-04 15:16:50.088969
20.192819809913637,21.0,25.6898849373731,20.0,884.554947051889,2024-12-04 15:17:52.327231
20.11268022209406,21.0,25.81244369099734,20.0,884.5435875885705,2024-12-04 15:18:54.434987
20.207845990924397,21.0,25.470597046006805,20.0,884.5768255302631,2024-12-04 15:19:56.670140
20.17278490597382,20.0,25.646667748263123,20.0,884.5521090690143,2024-12-04 15:20:58.774126
20.167776180716466,21.0,25.70151826724735,20.0,884.5184834827596,2024-12-04 15:22:00.536229
20.137723835284124,21.0,25.664050859241645,20.0,884.632716916246,2024-12-04 15:23:02.675359
20.072610456123947,20.0,25.76977848255477,20.0,884.643215338317,2024-12-04 15:24:04.755000
20.157758731074864,20.0,25.68538127766927,20.0,884.688224593128,2024-12-04 15:25:06.721108
20.15275000669062,21.0,25.64722242896701,20.0,884.7072627011383,2024-12-04 15:26:08.835308
20.192819809913637,20.0,25.673470493090814,20.0,884.6339484721309,2024-12-04 15:27:10.890491
20.177793631522217,20.0,25.881789123807412,20.0,884.6910679472186,2024-12-04 15:28:13.054634
20.1026627788553,20.0,25.867418225563704,20.0,884.634321293447,2024-12-04 15:29:15.213567
20.167776180716466,20.0,25.816410289946415,20.0,884.6764800209463,2024-12-04 15:30:17.077156
20.11268022209406,20.0,25.938257876017904,20.0,884.6489093501636,2024-12-04 15:31:19.003158
20.187811083492125,20.0,25.706437342741374,20.0,884.7056559858202,2024-12-04 15:32:21.344815
20.17278490597382,20.0,25.767034004818694,20.0,884.7627731171326,2024-12-04 15:33:23.454500
20.127706389134982,20.0,25.866737777288716,20.0,884.7761162656768,2024-12-04 15:34:25.571046
20.11268022209406,20.0,25.752270064498067,20.0,884.6489093501636,2024-12-04 15:35:27.665904
20.142732558795252,20.0,25.95932779532832,20.0,884.6400106967985,2024-12-04 15:36:29.718561
20.132715112064034,20.0,25.855660753510925,20.0,884.7044171451976,2024-12-04 15:37:31.836415
20.127706389134982,20.0,25.943322267992293,20.0,884.7761162656768,2024-12-04 15:38:33.890180
20.157758731074864,20.0,25.778387729353167,20.0,884.6618922070178,2024-12-04 15:39:36.014197
20.05758429868729,21.0,25.84129475790914,20.0,884.7266453831628,2024-12-04 15:40:38.176909
20.09765405767248,20.0,25.97695271601142,20.0,884.6533571449635,2024-12-04 15:41:40.527607
20.037549426179613,20.0,26.120763114596723,20.0,884.6448107892443,2024-12-04 15:42:42.640924
20.03254070878029,20.0,26.060738860116842,20.0,884.742824845159,2024-12-04 15:43:44.849382
20.05257558012381,20.0,25.978165627527485,20.0,884.6930223720177,2024-12-04 15:44:46.961149
20.072610456123947,20.0,25.977626652891338,20.0,884.7222017778206,2024-12-04 15:45:49.205955
20.002488410496152,20.0,26.143568061456605,20.0,884.725379267722,2024-12-04 15:46:51.321018
20.03254070878029,20.0,26.197458539177177,20.0,884.742824845159,2024-12-04 15:47:53.404107
20.072610456123947,20.0,26.032321454680073,20.0,884.7748594901608,2024-12-04 15:48:55.486279
20.0926453367807,20.0,25.93879890307829,20.0,884.7777113420836,2024-12-04 15:49:57.663458
20.022523274854755,20.0,26.164911433469232,20.0,884.8335413355672,2024-12-04 15:50:59.950476
19.992470980063082,20.0,26.16023832921786,20.0,884.8424161104292,2024-12-04 15:52:01.833747
19.982453550794162,20.0,26.176907733673286,20.0,884.8278233777527,2024-12-04 15:53:04.036082
19.972436122689395,20.0,26.24278739208929,20.0,884.8658801706373,2024-12-04 15:54:06.161663
19.987462265283103,20.0,26.171307221594905,20.0,884.8351197300119,2024-12-04 15:55:08.351352
20.002488410496152,20.0,26.21465642743639,20.0,884.8306829837353,2024-12-04 15:56:10.361912
19.962418695748784,20.0,26.23211504550805,20.0,884.7723140001006,2024-12-04 15:57:12.642384
20.01751455832855,20.0,26.24160274654949,20.0,884.8262452166881,2024-12-04 15:58:14.701901
19.997479695134096,20.0,26.253065682996382,20.0,884.9023640841392,2024-12-04 15:59:16.668324
20.01250584209338,20.0,26.27454441837343,20.0,884.8452755112012,2024-12-04 16:00:18.694546
20.03254070878029,20.0,26.219333184008892,20.0,884.8481336577574,2024-12-04 16:01:20.817136
19.917340288922425,20.0,26.413712594134825,20.0,884.8909076023276,2024-12-04 16:02:22.967532
19.922348999627864,20.0,26.408116064105002,20.0,884.7929144561851,2024-12-04 16:03:24.786476
19.94238384536002,20.0,26.36385939110979,20.0,884.901070778289,2024-12-04 16:04:26.715679
19.922348999627864,20.0,26.440917790827605,20.0,884.9245275285098,2024-12-04 16:05:28.825033
19.917340288922425,20.0,26.38637793742444,20.0,884.8909076023276,2024-12-04 16:06:30.935507
19.832192251458764,20.0,26.541625837314314,20.0,884.9247711097698,2024-12-04 16:07:33.074918
19.892296739760788,20.0,26.425293397896773,20.0,884.8807429960602,2024-12-04 16:08:35.226152
19.91233157850802,20.0,26.370107080826397,20.0,884.909932571602,2024-12-04 16:09:37.349627
19.94238384536002,20.0,26.396663026951813,20.0,884.901070778289,2024-12-04 16:10:39.502397
